,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,recorded_speeds,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29
172,2022/07/10 17:31,176,3,1,1,50,1,b'\xa8\xf9',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
173,2022/07/10 17:32,177,2,1,1,42,1,b'\x91P',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
174,2022/07/10 17:34,178,2,1,1,44,1,b'\xd0\x1a',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
175,2022/07/10 17:35,179,2,1,1,47,1,b'n\x1e',1,0.0,1.0,,,,,,,,,,,,,,,,,,,"[47, 49]",,,,,,,,,
176,2022/07/10 17:35,180,3,1,1,47,1,b'f\xd1',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
177,2022/07/10 17:36,181,2,1,1,45,1,b'\x94\xde',1,0.0,1.0,,,,,,,,,,,,,,,,,,,"[45, 47]",,,,,,,,,
178,2022/07/10 17:37,182,2,1,1,41,1,b'\xfb\xbb',1,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,"[41, 44, 45]",,,,,,,,,
179,2022/07/10 17:38,183,2,1,1,47,1,b'\x8a\xa6',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
180,2022/07/10 17:39,184,2,1,1,48,1,b'\xa8x',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
181,2022/07/10 17:40,185,2,1,1,45,1,b'\xbe(',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
182,2022/07/10 17:41,186,3,1,1,25,1,b'\xa9^',1,,,,,,,,,,,,,,,,,,,,,[25],,,,,,,,,
183,2022/07/10 17:45,187,2,1,1,35,1,b'\xd5\xe0',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
184,2022/07/10 17:47,188,2,1,1,47,2,b'0t',2,,,,,,,,,,,,,,,,,,,,,"[47, 47]",,,,,,,,,
185,2022/07/10 17:51,189,2,1,1,39,1,b'+\x8a',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
186,2022/07/10 17:52,190,2,1,1,51,1,b'\xa5H',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
187,2022/07/10 17:53,191,2,1,1,43,1,b'1\xad',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
188,2022/07/10 17:54,192,2,1,1,39,1,b'\x0er',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
189,2022/07/10 17:55,193,2,1,1,44,1,b'\xf6q',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
190,2022/07/10 17:56,194,3,1,1,37,1,b'I\x1b',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
191,2022/07/10 17:58,195,3,1,1,46,1,b'\xb6\xce',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
192,2022/07/10 18:04,196,2,1,1,45,1,b'\xfca',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
193,2022/07/10 18:05,197,2,1,1,35,1,b'S\x0c',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
194,2022/07/10 18:06,198,2,1,1,43,1,b'E5',1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,"[43, 49]",,,,,,,,,
195,2022/07/10 18:06,199,3,1,1,44,1,b'I\xe3',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
196,2022/07/10 18:07,200,2,1,1,38,1,b'H\x0f',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
197,2022/07/10 18:11,201,2,1,1,39,1,b'\xcc\xdd',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
198,2022/07/10 18:12,202,2,1,1,45,1,b'\xa1r',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
199,2022/07/10 18:14,203,2,1,1,46,1,b'T\xbd',1,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,"[46, 50]",,,,,,,,,
200,2022/07/10 18:16,204,2,1,1,33,1,b'}f',1,,,,,,,,,,,,,,,,,,,,,[33],,,,,,,,,
201,2022/07/10 18:16,205,3,1,1,46,1,b'A\xc5',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
202,2022/07/10 18:17,206,2,1,1,41,1,b'i\xda',1,,,,,,,,,,,,,,,,,,,,,[41],,,,,,,,,
203,2022/07/10 18:18,207,2,1,1,40,1,b'\xf4\x9d',1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,"[40, 45]",,,,,,,,,
204,2022/07/10 18:19,208,2,1,1,46,1,b'\xad\xdb',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
205,2022/07/10 18:22,209,2,1,1,46,1,"b""\xa5'""",1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
206,2022/07/10 18:25,210,2,1,1,32,1,b'\xee\x85',1,,,,,,,,,,,,,,,,,,,,,[32],,,,,,,,,
207,2022/07/10 18:26,211,2,1,1,43,1,b'\xf2\x03',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,"[43, 54]",,,,,,,,,
208,2022/07/10 18:29,212,2,1,1,45,1,b'\xd6\xbe',1,1.0,,,,,,,,,,,,,,,,,,,,"[45, 46]",,,,,,,,,
209,2022/07/10 18:34,213,2,1,1,28,1,b'\xd3\xee',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,"[28, 46]",,,,,,,,,
210,2022/07/10 18:35,214,2,1,1,44,1,b'%\xd6',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
211,2022/07/10 18:37,215,2,1,1,45,1,b'\x91\xe0',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
212,2022/07/10 18:37,216,3,1,1,43,1,b'Y\xd6',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
213,2022/07/10 18:38,217,2,1,1,46,1,b'\xcc\x7f',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
214,2022/07/10 18:41,218,2,1,1,35,1,b'J\xf8',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
215,2022/07/10 18:45,219,2,1,1,54,1,b'I\xe4',1,,,,,,,,,,,,,,,,,,,,,[54],,,,,,,,,
216,2022/07/10 18:47,220,2,1,1,40,1,b'\xc6\xcb',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,"[40, 49]",,,,,,,,,
217,2022/07/10 18:48,221,3,1,1,46,1,b'\xf0\x93',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
218,2022/07/10 18:49,222,2,1,1,47,1,b'B\xc7',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
219,2022/07/10 18:50,223,2,1,1,46,1,b'\xee\x83',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
220,2022/07/10 18:51,224,2,1,1,44,1,b'k\xff',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
221,2022/07/10 18:51,225,3,1,1,43,1,b'\x8f\xb9',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
222,2022/07/10 18:54,226,2,1,1,46,1,b'4\xa0',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
223,2022/07/10 18:56,227,2,1,1,52,1,b'\xfe\xea',1,,,,,,,,,,,,,,,,,,,,,[52],,,,,,,,,
224,2022/07/10 18:57,228,2,1,1,47,1,b'\xcd|',1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,"[47, 50]",,,,,,,,,
225,2022/07/10 19:00,229,2,1,1,44,1,b'\x94\xab',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
226,2022/07/10 19:02,230,3,1,1,30,1,b'\xb9\x89',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"[30, 49]",,,,,,,,,
227,2022/07/10 19:07,231,2,1,1,42,1,b'\xdd\x1d',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
228,2022/07/10 19:09,232,2,1,1,40,1,b'\xf9\x1d',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
229,2022/07/10 19:11,233,3,1,1,33,1,b'\xa5n',1,,,,,,,,,,,,,,,,,,,,,[33],,,,,,,,,
230,2022/07/10 19:14,234,2,1,1,36,1,b'\x1ew',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
231,2022/07/10 19:15,235,3,1,1,43,1,b'\xdf\x99',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
232,2022/07/10 19:19,236,2,1,1,46,1,b'\x86b',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,"[46, 55]",,,,,,,,,
233,2022/07/10 19:20,237,2,1,1,42,1,b'\xcb=',1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,"[42, 47]",,,,,,,,,
234,2022/07/10 19:22,238,2,1,1,30,1,b'\xda\x95',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,"[30, 39]",,,,,,,,,
235,2022/07/10 19:25,239,2,1,1,42,2,b'0C',2,,,,,,,,,,,,,,,,,,,,,"[42, 42]",,,,,,,,,
236,2022/07/10 19:28,240,2,1,1,46,1,b'\xa3*',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
237,2022/07/10 19:29,241,2,1,1,32,1,b'\x0cG',1,,,,,,,,,,,,,,,,,,,,,[32],,,,,,,,,
238,2022/07/10 19:30,242,2,1,1,29,1,b'W\xcc',1,,,,,,,,,,,,,,,,,,,,,[29],,,,,,,,,
239,2022/07/10 19:31,243,2,1,1,39,1,b'\xe6\x9f',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
240,2022/07/10 19:34,244,2,1,1,43,1,b'\xd3\xac',1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,"[43, 46]",,,,,,,,,
241,2022/07/10 19:34,245,3,1,1,42,1,b'\x90\xb2',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
242,2022/07/10 19:37,246,2,1,1,50,1,b'\xffx',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
243,2022/07/10 19:40,247,2,1,1,39,1,b'\xcbV',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
244,2022/07/10 19:43,248,2,1,1,35,1,b'\xa7\x10',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
245,2022/07/10 19:45,249,2,1,1,42,1,b'\xa0\x94',1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,"[42, 48]",,,,,,,,,
246,2022/07/10 19:46,250,2,1,1,30,1,b'\x15I',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[30, 52]",0.0,1.0,,,,,,,
247,2022/07/10 19:47,251,2,1,1,34,1,b'\xd8\xa9',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
248,2022/07/10 19:48,252,2,1,1,46,1,b'\x13\xe5',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
249,2022/07/10 19:50,253,2,1,1,44,1,b'\x8f\xc9',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
250,2022/07/10 19:51,254,3,1,1,47,1,b'K\xa4',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
251,2022/07/10 19:52,255,2,1,1,44,1,b'\xa1y',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
252,2022/07/10 19:53,256,2,1,1,45,1,b'\xd4\xda',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
253,2022/07/10 19:54,257,2,1,1,37,1,b'\x1bg',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
254,2022/07/10 19:56,258,2,1,1,40,1,b'\x80\xfa',1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,"[40, 46]",,,,,,,,,
255,2022/07/10 19:56,259,3,1,1,46,1,b'?\xf7',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
256,2022/07/10 19:57,260,2,1,1,27,1,b'\xf1\xb5',1,,,,,,,,,,,,,,,,,,,,,[27],,,,,,,,,
257,2022/07/10 19:59,261,2,1,1,18,1,b'dv',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,"[18, 30]",,,,,,,,,
258,2022/07/10 20:00,262,2,1,1,36,1,b'\xa4\xa1',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
259,2022/07/10 20:01,263,3,1,1,32,1,b'p\x8f',1,,,,,,,,,,,,,,,,,,,,,[32],,,,,,,,,
260,2022/07/10 20:04,264,2,1,1,34,1,b'L\xb9',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
261,2022/07/10 20:05,265,2,1,1,47,1,b'.\xf1',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
262,2022/07/10 20:17,266,2,1,1,16,1,b'Jj',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[16, 41]",0.0,0.0,0.0,0.0,1.0,,,,
263,2022/07/10 20:17,267,3,1,1,41,1,b'!\xf1',1,,,,,,,,,,,,,,,,,,,,,[41],,,,,,,,,
264,2022/07/10 20:26,268,2,1,1,36,1,b'\xf5\xfe',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
265,2022/07/10 20:28,269,2,1,1,43,2,b'kL',2,,,,,,,,,,,,,,,,,,,,,"[43, 43]",,,,,,,,,
266,2022/07/10 20:30,270,2,1,1,36,1,b'!\xd5',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
267,2022/07/10 20:35,271,2,1,1,35,1,b'o\t',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
268,2022/07/10 20:35,272,3,1,1,45,1,b'\xf7{',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
269,2022/07/10 20:36,273,2,1,1,44,1,b'k\x9f',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
270,2022/07/10 20:38,274,2,1,1,50,1,b'S\xf3',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
271,2022/07/10 20:43,275,3,1,1,39,1,b'\xb2B',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
272,2022/07/10 20:47,276,2,1,1,35,1,b'\xca\x8d',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[35, 49, 59]",0.0,0.0,0.0,1.0,,,,,
273,2022/07/10 20:50,277,2,1,1,47,1,b'O\xc9',1,,,,,,,,,,,,,,,,,,,,,[47],,,,,,,,,
274,2022/07/10 20:52,278,2,1,1,32,1,b'\x88E',1,,,,,,,,,,,,,,,,,,,,,[32],,,,,,,,,
275,2022/07/10 20:56,279,3,1,1,44,1,b'V\x83',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
276,2022/07/10 20:57,280,2,1,1,50,1,b'\x1a\xde',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
277,2022/07/10 20:57,281,3,1,1,38,1,b'\x92~',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
278,2022/07/10 21:00,282,2,1,1,46,1,b'\x03\x88',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
279,2022/07/10 21:01,283,2,1,1,38,1,b'6\xae',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
280,2022/07/10 21:05,284,2,1,1,31,1,b'\x01\x96',1,,,,,,,,,,,,,,,,,,,,,[31],,,,,,,,,
281,2022/07/10 21:08,285,3,1,1,34,1,b'\xbb\xc7',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
282,2022/07/10 21:09,286,3,1,1,42,1,b'o\x7f',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
283,2022/07/10 21:13,287,2,1,1,38,1,b'{\xc6',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
284,2022/07/10 21:14,288,2,1,1,35,1,b'%v',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
285,2022/07/10 21:21,289,3,1,1,41,1,b'\xc7g',1,,,,,,,,,,,,,,,,,,,,,[41],,,,,,,,,
286,2022/07/10 21:34,290,2,1,1,45,1,b'@{',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
287,2022/07/10 21:36,291,2,1,1,40,1,b'\x18?',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
288,2022/07/10 21:37,292,3,1,1,46,1,b'\xe9\x14',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
289,2022/07/10 21:38,293,2,1,1,35,1,b'\xa4X',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
290,2022/07/10 21:42,294,2,1,1,43,1,b'rg',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
291,2022/07/10 21:42,295,3,1,1,49,1,b'\xb8i',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
292,2022/07/10 21:48,296,2,1,1,39,1,b'u\x87',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
293,2022/07/10 22:04,297,2,1,1,42,1,b'\xcb\xc1',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
294,2022/07/10 22:13,298,2,1,1,39,1,b'R\xe2',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
295,2022/07/10 22:14,299,2,1,1,33,1,b'\xdf\xf1',1,,,,,,,,,,,,,,,,,,,,,[33],,,,,,,,,
296,2022/07/10 22:23,300,3,1,1,42,1,b'\xff\xd1',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
