,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30,bucket_31,bucket_32,bucket_33,bucket_34
172,2022/07/09 05:33,176,2,1,1,48,1,b'\xc2<',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022/07/09 05:34,177,2,1,1,43,1,b'J=',1,"[43, 44, 48, 48]",1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/09 05:34,178,3,1,1,45,1,b'\x0f)',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022/07/09 05:35,179,2,1,1,42,1,"b'\x16""'",1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022/07/09 05:36,180,2,1,1,50,1,b'\xce_',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2022/07/09 05:40,181,2,1,1,49,1,b'<\xb4',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2022/07/09 05:42,182,2,1,1,54,1,b'\xc6\xe2',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2022/07/09 05:44,183,3,1,1,57,1,b'\xe5\xe5',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2022/07/09 05:45,184,1,1,1,43,1,b'\xf3\x87',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2022/07/09 05:45,185,2,1,1,52,1,b'\xd5\xd0',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2022/07/09 05:46,186,2,1,1,51,1,b'\xd2\xcb',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2022/07/09 05:47,187,2,1,1,34,1,b'%\xd7',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2022/07/09 05:48,188,2,1,1,44,1,b'\x98\xa2',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2022/07/09 05:49,189,2,1,1,62,1,b'\xa2\x9b',1,[62],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2022/07/09 05:50,190,2,1,1,44,1,b'S-',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2022/07/09 05:51,191,2,1,1,47,1,b's\xcb',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2022/07/09 05:52,192,2,1,1,46,1,b'DT',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2022/07/09 05:53,193,2,1,1,52,1,b'\xc4|',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2022/07/09 05:58,194,2,1,1,50,1,b'W;',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2022/07/09 06:01,195,1,1,1,39,1,b'\xd6e',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2022/07/09 06:01,196,2,1,1,49,2,b'\xa8\xdd',2,"[49, 49]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2022/07/09 06:02,197,3,1,1,35,1,b'\x05@',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2022/07/09 06:03,198,2,1,1,49,1,b'\x0bx',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2022/07/09 06:04,199,2,1,1,41,1,b't\xbb',1,"[41, 48]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2022/07/09 06:05,200,2,1,1,52,1,b'\xd4\xde',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2022/07/09 06:06,201,2,1,1,45,1,b'\x01\xbc',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2022/07/09 06:06,202,3,1,1,36,1,b'F\xca',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2022/07/09 06:07,203,2,1,1,41,1,b'\xc1\xa7',1,"[41, 46, 52]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
200,2022/07/09 06:10,204,2,1,1,48,1,b'\xe7\x87',1,"[48, 49]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2022/07/09 06:11,205,2,1,1,45,1,b'<\xa1',1,"[45, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2022/07/09 06:13,206,2,1,1,44,1,b'/(',1,"[44, 48, 54]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
203,2022/07/09 06:17,207,2,1,1,44,1,b'\x9f\x8a',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2022/07/09 06:19,208,1,1,1,47,1,b'\xc9\xdf',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2022/07/09 06:19,209,2,1,1,42,1,b'\xe0\x97',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2022/07/09 06:20,210,1,1,1,42,1,b'ML',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2022/07/09 06:20,211,2,1,1,42,1,b'3j',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2022/07/09 06:21,212,2,1,1,46,1,b')@',1,"[46, 48]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2022/07/09 06:22,213,2,1,1,52,1,b'y\xa0',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2022/07/09 06:23,214,2,1,1,52,1,b'\xa5w',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2022/07/09 06:24,215,2,1,1,40,1,b'\x08;',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2022/07/09 06:27,216,3,1,1,50,1,b'R\x8f',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2022/07/09 06:28,217,2,1,1,43,1,b'\xc3p',1,"[43, 44, 46, 50]",1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2022/07/09 06:31,218,2,1,1,42,2,b'B7',2,"[42, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2022/07/09 06:32,219,2,1,1,41,2,b'\x06j',2,"[41, 41, 44, 46, 47]",0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2022/07/09 06:34,220,1,1,1,35,1,b'\x0bu',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2022/07/09 06:34,221,2,1,1,36,1,b'o\x91',1,"[36, 47, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
218,2022/07/09 06:36,222,1,1,1,34,1,b'\x9e\xd9',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2022/07/09 06:37,223,2,1,1,50,1,b'\xbcq',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2022/07/09 06:38,224,3,1,1,43,1,b'\xa2\n',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2022/07/09 06:39,225,2,1,1,27,1,b'\xef\x19',1,"[27, 33, 44]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
222,2022/07/09 06:40,226,2,1,1,38,1,b'\xab\xf4',1,"[38, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
223,2022/07/09 06:41,227,2,1,1,47,1,b'\x92\xeb',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2022/07/09 06:43,228,2,1,1,44,1,b'\xf8Y',1,"[44, 45]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2022/07/09 06:43,229,3,1,1,41,1,b'\xa4\x12',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2022/07/09 06:44,230,2,1,1,42,1,b'\xb2!',1,"[42, 50, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,2022/07/09 06:45,231,2,1,1,39,1,b'\x92\x80',1,"[39, 40]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2022/07/09 06:48,232,2,1,1,48,1,b'\x8c\x9d',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2022/07/09 06:49,233,3,1,1,41,1,b'\xa6q',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2022/07/09 06:50,234,2,1,1,37,1,b'\xccT',1,"[37, 43, 43, 44]",0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2022/07/09 06:51,235,2,1,1,51,1,b'g\xf4',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2022/07/09 06:51,236,3,1,1,47,1,b'd\x8d',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2022/07/09 06:52,237,2,1,1,40,1,"b'b""'",1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2022/07/09 06:53,238,2,1,1,39,1,b'\xd2\xfe',1,"[39, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
235,2022/07/09 06:53,239,3,1,1,50,1,b'\xa4q',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2022/07/09 06:54,240,2,1,1,37,1,b'\xad\xae',1,"[37, 41, 52]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
237,2022/07/09 06:55,241,2,1,1,46,1,b'\x85w',1,"[46, 48]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2022/07/09 06:56,242,2,1,1,33,1,b'\xd8\xcb',1,"[33, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
239,2022/07/09 06:57,243,2,1,1,41,1,b'\xe1L',1,"[41, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
240,2022/07/09 06:59,244,2,1,1,21,1,b'k\x0c',1,[21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2022/07/09 07:00,245,3,1,1,48,1,b'\xedq',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2022/07/09 07:01,246,3,1,1,42,1,b'>\xb9',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2022/07/09 07:03,247,1,1,1,31,1,b'\xca\xb9',1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2022/07/09 07:03,248,2,1,1,45,1,b'\xa7\x86',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2022/07/09 07:05,249,2,1,1,59,1,b'\x93$',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2022/07/09 07:06,250,2,1,1,45,1,b'\xd2\x86',1,"[45, 46]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2022/07/09 07:07,251,2,1,1,41,1,b'&\xa2',1,"[41, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
248,2022/07/09 07:07,252,3,1,1,53,1,b'\x8c(',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2022/07/09 07:09,253,2,1,1,47,1,b'\x93\xfd',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2022/07/09 07:09,254,3,1,1,43,1,b'\x8b\x8a',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2022/07/09 07:10,255,3,1,1,40,1,b'Q\xf7',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2022/07/09 07:12,256,2,1,1,41,1,"b'\x13""'",1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2022/07/09 07:13,257,2,1,1,43,1,b'\x88\xd8',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2022/07/09 07:14,258,2,1,1,53,1,b'M\xf9',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2022/07/09 07:15,259,2,1,1,43,1,b'CW',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2022/07/09 07:15,260,3,1,1,55,1,b'@.',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2022/07/09 07:16,261,2,1,1,48,1,b'\x18\x01',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2022/07/09 07:16,262,3,1,1,55,1,b'\xcdS',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2022/07/09 07:17,263,2,1,1,45,1,b'\xf6\xdb',1,"[45, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2022/07/09 07:18,264,3,1,1,49,1,b':\xef',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2022/07/09 07:20,265,2,1,1,49,1,b'\xe0Z',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2022/07/09 07:22,266,2,1,1,53,1,b'\xd7)',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2022/07/09 07:22,267,3,1,1,52,1,b'\xa9$',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2022/07/09 07:23,268,2,1,1,33,1,b'4\xe9',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2022/07/09 07:24,269,3,1,1,39,1,b'\x93\xaf',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2022/07/09 07:27,270,2,1,1,39,2,b'\x9fk',2,"[39, 39, 45]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2022/07/09 07:28,271,3,1,1,36,1,b'^Z',1,"[36, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
268,2022/07/09 07:29,272,2,1,1,52,1,b'\xdcy',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2022/07/09 07:30,273,3,1,1,54,1,b'h\x87',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2022/07/09 07:31,274,2,1,1,35,1,b'x\xf6',1,"[35, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
271,2022/07/09 07:32,275,3,1,1,45,1,b')\xf3',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2022/07/09 07:36,276,2,1,1,38,1,b'\xf0\xfe',1,"[38, 42]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2022/07/09 07:37,277,2,1,1,47,1,b'}\xab',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2022/07/09 07:37,278,3,1,1,50,1,b'\xa7\xe6',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2022/07/09 07:38,279,2,1,1,47,1,b'Ki',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2022/07/09 07:39,280,3,1,1,46,1,b'\x84\xb9',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2022/07/09 07:40,281,3,1,1,44,1,b'\x11d',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2022/07/09 07:42,282,2,1,1,36,1,b'\xc7\x1f',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2022/07/09 07:43,283,2,1,1,51,1,b'\xaaH',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2022/07/09 07:43,284,3,1,1,42,1,b'\xfe_',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2022/07/09 07:44,285,3,1,1,57,1,b'\xb0T',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2022/07/09 07:45,286,2,1,1,40,1,b'9\x01',1,"[40, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2022/07/09 07:46,287,2,1,1,44,1,b'\x88c',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2022/07/09 07:47,288,3,1,1,56,1,b'\xe3\x08',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2022/07/09 07:48,289,2,1,1,44,1,b'\xd7\xc1',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2022/07/09 07:49,290,3,1,1,51,1,b'\x86\xf8',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2022/07/09 07:51,291,2,1,1,36,1,b'9\xe6',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2022/07/09 07:52,292,2,1,1,37,1,b'\x9b\xb4',1,"[37, 42]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2022/07/09 07:52,293,3,1,1,47,1,b'Hl',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2022/07/09 07:53,294,3,1,1,42,1,b'\xc3\xd5',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2022/07/09 07:55,295,3,1,1,40,1,b'_\xf9',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2022/07/09 07:55,296,3,1,1,34,1,b'\xa6M',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2022/07/09 07:56,297,1,1,1,32,1,b'\x83\xd1',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2022/07/09 07:56,298,2,1,1,34,1,b'\xba\xda',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2022/07/09 07:57,299,2,1,1,54,1,b'\x1a\xa8',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2022/07/09 07:57,300,3,1,1,48,1,b'\x16\xce',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2022/07/09 07:58,301,2,1,1,32,1,b'u\xca',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2022/07/09 07:58,302,3,1,1,35,1,b'\x9c`',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2022/07/09 07:59,303,2,1,1,46,1,b'\xfb=',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2022/07/09 08:00,304,2,1,1,47,1,b'\xf3n',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2022/07/09 08:01,305,3,1,1,44,1,b'\xd8\x02',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2022/07/09 08:04,306,3,1,1,41,1,b'h\x91',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2022/07/09 08:05,307,2,1,1,32,1,b'34',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2022/07/09 08:07,308,2,1,1,43,1,b'\x9f\xdd',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2022/07/09 08:08,309,2,1,1,38,1,b'(N',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2022/07/09 08:09,310,2,1,1,49,1,b't\r',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2022/07/09 08:10,311,3,1,1,41,1,b'\xcf\xec',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2022/07/09 08:12,312,2,1,1,47,1,b'\x18~',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2022/07/09 08:14,313,2,1,1,43,1,b'\xba4',1,"[43, 45]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2022/07/09 08:15,314,2,1,1,46,1,b'\x95\xa0',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2022/07/09 08:16,315,2,1,1,36,1,b')\x82',1,"[36, 43, 48]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
312,2022/07/09 08:16,316,3,1,1,46,1,b'\xafj',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2022/07/09 08:17,317,2,1,1,43,1,b'\xc0X',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2022/07/09 08:18,318,2,1,1,38,1,b'\xd4M',1,"[38, 44]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2022/07/09 08:19,319,2,1,1,32,1,b'\xd2\xa4',1,"[32, 34, 38]",0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2022/07/09 08:22,320,2,1,1,37,1,b']\x95',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2022/07/09 08:25,321,2,1,1,33,1,b'\xa4\xfb',1,"[33, 42, 44]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
318,2022/07/09 08:25,322,3,1,1,50,1,b'\x11\x1c',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2022/07/09 08:27,323,2,1,1,40,1,b'&d',1,"[40, 45]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2022/07/09 08:27,324,3,1,1,45,1,b'\xe8\x8b',1,"[45, 50]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2022/07/09 08:28,325,3,1,1,48,1,b'<\xe5',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2022/07/09 08:30,326,2,1,1,57,1,b'Q\x82',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2022/07/09 08:31,327,2,1,1,45,1,b'\xf1\xf0',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2022/07/09 08:31,328,3,1,1,40,1,b'\x8f\xc3',1,"[40, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
325,2022/07/09 08:32,329,3,1,1,46,1,b'N3',1,"[46, 47, 52]",1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2022/07/09 08:34,330,2,1,1,48,1,b'\x16K',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2022/07/09 08:34,331,3,1,1,50,1,b'\xa5c',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2022/07/09 08:35,332,2,1,1,49,1,b'\x03&',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2022/07/09 08:36,333,3,1,1,44,1,b'\n\x96',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2022/07/09 08:37,334,2,1,1,51,1,b'[\xaf',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2022/07/09 08:39,335,2,1,1,36,1,b'1.',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2022/07/09 08:39,336,3,1,1,41,1,b'dy',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2022/07/09 08:40,337,3,1,1,44,1,b'<\x99',1,"[44, 49]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2022/07/09 08:42,338,1,1,1,44,1,b'k9',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2022/07/09 08:42,339,2,1,1,39,1,b'f\xb8',1,"[39, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
336,2022/07/09 08:45,340,2,1,1,33,1,b';\xcf',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2022/07/09 08:47,341,2,1,1,33,1,b'\xd1\xda',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2022/07/09 08:49,342,2,1,1,41,1,b'i\x81',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2022/07/09 08:50,343,3,1,1,34,1,b'\xbe\x86',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2022/07/09 08:52,344,2,1,1,60,1,b'\x102',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2022/07/09 08:53,345,3,1,1,59,1,b'\t9',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2022/07/09 08:54,346,2,1,1,41,1,b'-\x10',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
