,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30,bucket_31
168,2022/07/14 05:57,172,2,1,1,41,1,b'\xf9_',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
169,2022/07/14 05:58,173,2,1,1,44,1,b'6\xad',1,"[44, 47, 48]",0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022/07/14 05:59,174,2,1,1,42,2,b'}\xc4',2,"[42, 42, 47, 47, 56]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
171,2022/07/14 06:00,175,2,1,1,47,1,b'\xb3\xb2',1,"[47, 48]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022/07/14 06:00,176,3,1,1,52,1,b'\xec6',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022/07/14 06:01,177,1,1,1,40,1,b'/\x96',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/14 06:01,178,2,1,1,46,1,b'\x81\xe9',1,"[46, 47]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022/07/14 06:02,179,1,1,1,47,1,b'8\x03',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022/07/14 06:02,180,2,1,1,36,1,b'4\xf5',1,"[36, 39, 41, 43, 45, 48]",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
177,2022/07/14 06:02,181,3,1,1,41,1,b'JC',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2022/07/14 06:03,182,2,1,1,38,1,b'\xcb\xe6',1,"[38, 45, 46, 49]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
179,2022/07/14 06:03,183,3,1,1,49,1,b'\xff<',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2022/07/14 06:04,184,2,1,1,45,1,b'\xc9n',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2022/07/14 06:05,185,2,1,1,41,1,b'\x1b\xa5',1,"[41, 48, 49, 50, 55]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
182,2022/07/14 06:05,186,3,1,1,50,1,b'\xc8\x1d',1,"[50, 54]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2022/07/14 06:06,187,2,1,1,25,1,b'\x1f\xc3',1,[25],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2022/07/14 06:07,188,2,1,1,42,1,b'\xa5\xe0',1,"[42, 43, 44, 51]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
185,2022/07/14 06:08,189,2,1,1,45,1,b'r\xcc',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2022/07/14 06:09,190,2,1,1,45,1,b'\xb0q',1,"[45, 48, 49]",0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2022/07/14 06:10,191,2,1,1,49,1,b'4\r',1,"[49, 50, 51]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2022/07/14 06:10,192,3,1,1,50,1,b'\xcd\xe5',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2022/07/14 06:11,193,2,1,1,38,1,b'\xb8\x08',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2022/07/14 06:12,194,2,1,1,48,1,b'55',1,"[48, 50]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2022/07/14 06:12,195,3,1,1,41,1,b'\x97R',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2022/07/14 06:13,196,2,1,1,48,1,b'\xee\x82',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2022/07/14 06:13,197,3,1,1,52,1,b'\xc7\xe1',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2022/07/14 06:14,198,2,1,1,39,1,b'%\x8d',1,"[39, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
195,2022/07/14 06:15,199,2,1,1,32,1,b'\x94@',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2022/07/14 06:15,200,3,1,1,47,1,b'?\x8f',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2022/07/14 06:16,201,2,1,1,40,1,b'\xf1\x03',1,"[40, 46, 47]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
198,2022/07/14 06:17,202,2,1,1,51,1,b'\x0ft',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2022/07/14 06:18,203,2,1,1,50,1,b'\xa30',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2022/07/14 06:18,204,3,1,1,47,1,b'\x1bU',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2022/07/14 06:19,205,1,1,1,28,1,b'\x99\x8f',1,"[28, 40]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
202,2022/07/14 06:19,206,2,1,1,51,1,b'\x97\xc7',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2022/07/14 06:19,207,3,1,1,41,1,b']\xc9',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2022/07/14 06:20,208,2,1,1,41,1,b'\xb5\xd9',1,"[41, 47, 47, 48]",0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
205,2022/07/14 06:20,209,3,1,1,50,1,b'\x14\xee',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2022/07/14 06:21,210,2,1,1,46,1,b'\x88\xf2',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2022/07/14 06:22,211,2,1,1,48,1,b'|\xc7',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2022/07/14 06:22,212,3,1,1,48,2,b'u3',2,"[48, 48, 51, 54]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,2022/07/14 06:22,213,3,1,1,38,1,b'\x11f',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2022/07/14 06:23,214,1,1,1,45,1,b'\xb3\xcc',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2022/07/14 06:24,215,1,1,1,37,2,b';\x1b',2,"[37, 37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2022/07/14 06:24,216,2,1,1,45,2,b'\n\xb4',2,"[45, 45]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2022/07/14 06:25,217,2,1,1,47,1,b'\xb1\x1f',1,"[47, 49, 49, 54]",0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
214,2022/07/14 06:25,218,3,1,1,40,1,b'\xfc\xbc',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2022/07/14 06:26,219,1,1,1,38,1,b'LB',1,"[38, 40]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2022/07/14 06:26,220,3,1,1,42,1,b'\xde\xfa',1,"[42, 48]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,2022/07/14 06:27,221,1,1,1,41,1,b'\x954',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2022/07/14 06:27,222,2,1,1,39,1,b'`<',1,"[39, 45]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,2022/07/14 06:28,223,1,1,1,40,1,b'\xfd\xd5',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2022/07/14 06:28,224,2,1,1,43,1,b'PP',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2022/07/14 06:28,225,3,1,1,44,1,b'\xb4\x16',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2022/07/14 06:29,226,3,1,1,57,1,b'\x9el',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2022/07/14 06:30,227,1,1,1,35,1,b'=\x1c',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2022/07/14 06:30,228,2,1,1,44,1,b'P\x14',1,"[44, 46, 48]",0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2022/07/14 06:31,229,2,1,1,40,1,b'\xc1-',1,"[40, 43, 44, 45, 46, 53]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
226,2022/07/14 06:31,230,3,1,1,50,1,b'\x13\x1f',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2022/07/14 06:32,231,2,1,1,44,1,b'\xce\x04',1,"[44, 48]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2022/07/14 06:33,232,1,1,1,48,1,b'1\xae',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2022/07/14 06:33,233,2,1,1,44,1,b'\x9fu',1,"[44, 49, 50]",0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,2022/07/14 06:34,234,2,1,1,42,1,b'\x1b\x85',1,"[42, 51, 57, 61]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
231,2022/07/14 06:35,235,1,1,1,38,1,"b""\xd1'""",1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2022/07/14 06:35,236,2,1,1,41,1,b'\x1d\x9c',1,"[41, 47, 56]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
233,2022/07/14 06:35,237,3,1,1,51,1,b'\xcf\x81',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2022/07/14 06:36,238,2,1,1,53,1,b'C&',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2022/07/14 06:36,239,3,1,1,45,1,b'\xff\x11',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2022/07/14 06:37,240,2,1,1,44,1,b'H\xfd',1,"[44, 46, 47]",0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2022/07/14 06:38,241,2,1,1,49,1,b'Z\x8c',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2022/07/14 06:39,242,2,1,1,38,1,b'\xd1\x95',1,"[38, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
239,2022/07/14 06:40,243,2,1,1,34,1,b'\xb3\x1d',1,"[34, 46, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
240,2022/07/14 06:41,244,2,1,1,37,1,b'o\xbb',1,"[37, 42]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2022/07/14 06:41,245,3,1,1,44,1,b'\xeb\xe5',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2022/07/14 06:42,246,2,1,1,43,1,b'\r\xdc',1,"[43, 48, 54]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
243,2022/07/14 06:43,247,1,1,1,43,1,b'\xba\n',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2022/07/14 06:43,248,2,1,1,39,1,b'Mj',1,"[39, 49, 51, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
245,2022/07/14 06:44,249,2,1,1,42,1,b'\xd5\xf0',1,"[42, 44]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2022/07/14 06:45,250,2,1,1,48,1,b'\xc9\xf3',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2022/07/14 06:45,251,3,1,1,45,1,"b'""\xaa'",1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2022/07/14 06:47,252,2,1,1,39,1,b'\xc4\x96',1,"[39, 44, 47, 50, 53]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
249,2022/07/14 06:48,253,2,1,1,53,1,b'\x9b\xdd',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2022/07/14 06:48,254,3,1,1,51,1,b'\xf5\x93',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2022/07/14 06:49,255,2,1,1,39,1,b'\xe63',1,"[39, 41, 45, 48]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
252,2022/07/14 06:49,256,3,1,1,44,1,b'\xa3Y',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2022/07/14 06:50,257,2,1,1,41,1,b'\xb0\xa1',1,"[41, 43, 47, 52, 52]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
254,2022/07/14 06:50,258,3,1,1,52,1,b'<7',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2022/07/14 06:51,259,2,1,1,42,1,b'\xc1\x96',1,"[42, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
256,2022/07/14 06:51,260,3,1,1,46,1,b'\x0b\x82',1,"[46, 50]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2022/07/14 06:52,261,1,1,1,35,1,b'[\x82',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2022/07/14 06:52,262,2,1,1,40,1,b'b6',1,"[40, 43, 44, 44, 50]",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
259,2022/07/14 06:53,263,2,1,1,39,1,"b""'\x7f""",1,"[39, 47, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
260,2022/07/14 06:53,264,3,1,1,52,1,b'+\x9a',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2022/07/14 06:54,265,2,1,1,42,2,b'\x89\xcf',2,"[42, 42, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
262,2022/07/14 06:54,266,3,1,1,46,1,b'\x12G',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2022/07/14 06:55,267,2,1,1,38,1,b'\xf1\x15',1,"[38, 41]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2022/07/14 06:55,268,3,1,1,54,1,b'\xc5\x10',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2022/07/14 06:56,269,1,1,1,37,1,b'*\xd9',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2022/07/14 06:56,270,2,1,1,41,1,b'\xb0\xa6',1,"[41, 48]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
267,2022/07/14 06:56,271,3,1,1,50,2,b'HD',2,"[50, 50]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2022/07/14 06:57,272,2,1,1,42,1,"b',\x15'",1,"[42, 46, 51, 51]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,
269,2022/07/14 06:57,273,3,1,1,54,1,b'.\x9c',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2022/07/14 06:58,274,2,1,1,35,1,b'\x9f\xe3',1,"[35, 42, 42, 50, 52]",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,
271,2022/07/14 06:58,275,3,1,1,36,1,b'\x1f.',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2022/07/14 06:59,276,3,1,1,45,1,b'\x12\xa2',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2022/07/14 06:59,277,3,1,1,41,1,b'\x1b\xcb',1,"[41, 42]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2022/07/14 07:00,278,2,1,1,44,1,b'\x91\x8c',1,"[44, 48, 52]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
275,2022/07/14 07:00,279,3,1,1,44,1,b'\xcf\xa9',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2022/07/14 07:00,280,3,1,1,39,1,b'\x8d\x01',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2022/07/14 07:01,281,1,1,1,33,1,b'\xfbn',1,"[33, 44]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
278,2022/07/14 07:01,282,2,1,1,45,1,b'^=',1,"[45, 48, 52]",0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
279,2022/07/14 07:02,283,2,1,1,39,1,b'\xe8\xe6',1,"[39, 43, 44, 45]",0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
280,2022/07/14 07:02,284,3,1,1,45,1,b'k\xe4',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2022/07/14 07:03,285,1,1,1,37,1,b'\xe5\xf5',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2022/07/14 07:03,286,2,1,1,49,1,b'H\xc3',1,"[49, 54]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2022/07/14 07:03,287,3,1,1,59,1,b'\x8c\xbb',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2022/07/14 07:03,288,3,1,1,43,1,b'\xf3\xfa',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2022/07/14 07:04,289,1,1,1,45,1,b'\xf0k',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2022/07/14 07:04,290,2,1,1,42,1,b'Z$',1,"[42, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
287,2022/07/14 07:04,291,3,1,1,35,1,b'Ha',1,"[35, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
288,2022/07/14 07:05,292,2,1,1,44,2,b'\xcf\xbb',2,"[44, 44, 46, 53]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
289,2022/07/14 07:06,293,2,1,1,39,1,b'sX',1,"[39, 44, 49, 51, 54]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
290,2022/07/14 07:06,294,3,1,1,46,1,b'?P',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2022/07/14 07:07,295,2,1,1,50,1,b'\x92X',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2022/07/14 07:07,296,3,1,1,45,1,b'\x98T',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2022/07/14 07:08,297,2,1,1,35,1,b'\x1d8',1,"[35, 36, 37]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2022/07/14 07:09,298,2,1,1,37,1,b'\xa4\xf6',1,"[37, 40, 50, 51, 51]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
295,2022/07/14 07:09,299,3,1,1,49,1,b')\xcb',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2022/07/14 07:10,300,2,1,1,42,1,b'\xdc\xb9',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2022/07/14 07:11,301,1,1,1,38,1,b'kE',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2022/07/14 07:11,302,2,1,1,37,1,b'\xe9R',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2022/07/14 07:11,303,3,1,1,49,1,b'a\xf2',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2022/07/14 07:12,304,2,1,1,39,1,b'bO',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2022/07/14 07:12,305,3,1,1,49,1,b'\x9c\xd6',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2022/07/14 07:13,306,2,1,1,38,2,b'\xd6z',2,"[38, 38, 43, 47]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
303,2022/07/14 07:15,307,2,1,1,41,1,b'P\xad',1,"[41, 44]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2022/07/14 07:15,308,3,1,1,46,1,b'\x11\xd3',1,"[46, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
305,2022/07/14 07:16,309,1,1,1,36,1,b'\x08\xdb',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2022/07/14 07:16,310,2,1,1,41,1,b'\xc8b',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2022/07/14 07:17,311,2,1,1,44,1,b'r\xcf',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2022/07/14 07:18,312,1,1,1,33,1,b'\x13\xd8',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2022/07/14 07:18,313,2,1,1,47,1,b'/P',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2022/07/14 07:19,314,2,1,1,47,1,b'\xf3\x87',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2022/07/14 07:19,315,3,1,1,40,1,b'\xc7K',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2022/07/14 07:20,316,2,1,1,44,1,b'R\x1a',1,"[44, 49]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2022/07/14 07:21,317,1,1,1,39,1,b'\x19\xdc',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2022/07/14 07:21,318,2,1,1,33,1,b'\xd2I',1,"[33, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
315,2022/07/14 07:22,319,2,1,1,48,1,"b'\xc1""'",1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2022/07/14 07:22,320,3,1,1,59,1,b'\r\xe3',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2022/07/14 07:22,321,3,1,1,37,1,b'.\x8a',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2022/07/14 07:23,322,2,1,1,40,1,b'\x7f\x8e',1,"[40, 47]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
319,2022/07/14 07:24,323,3,1,1,49,1,b'&R',1,"[49, 51]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2022/07/14 07:24,324,2,1,1,35,1,b'\xc6#',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2022/07/14 07:25,325,1,1,1,41,1,b';\x1e',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2022/07/14 07:25,326,2,1,1,42,1,b'\xb7\x07',1,"[42, 43]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2022/07/14 07:25,327,3,1,1,45,1,b']O',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2022/07/14 07:26,328,2,1,1,41,1,b'\xe4\x96',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2022/07/14 07:26,329,3,1,1,43,1,b'W\xbe',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2022/07/14 07:27,330,1,1,1,39,1,b'\x04\xc9',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2022/07/14 07:27,331,2,1,1,52,1,b'\x16\t',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2022/07/14 07:28,332,1,1,1,38,1,b'\xaf\x93',1,"[38, 43]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2022/07/14 07:28,333,3,1,1,45,1,b'\xb0y',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2022/07/14 07:28,334,3,1,1,29,1,b'\xb3%',1,[29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2022/07/14 07:29,335,2,1,1,29,1,"b',\xd2'",1,"[29, 43, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,
