,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22
212,2022/07/04 20:12,216,3,1,1,46,1,b'T\xe7',1,[46],,,,,,,,,,,,,,,,,,,,,,
213,2022/07/04 20:13,217,2,1,1,49,1,b'\xe4@',1,[49],,,,,,,,,,,,,,,,,,,,,,
214,2022/07/04 20:16,218,3,1,1,52,1,b'\x01\xd9',1,[52],,,,,,,,,,,,,,,,,,,,,,
215,2022/07/04 20:18,219,2,1,1,49,1,b'i=',1,[49],,,,,,,,,,,,,,,,,,,,,,
216,2022/07/04 20:20,220,2,1,1,50,1,b'\xf8\x0e',1,[50],,,,,,,,,,,,,,,,,,,,,,
217,2022/07/04 20:22,221,2,1,1,45,1,b'Jj',1,[45],,,,,,,,,,,,,,,,,,,,,,
218,2022/07/04 20:23,222,2,1,1,47,1,b'^\xb6',1,"[47, 52]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
219,2022/07/04 20:32,223,2,1,1,50,1,b'\x91\xa3',1,[50],,,,,,,,,,,,,,,,,,,,,,
220,2022/07/04 20:35,224,2,1,1,58,1,b'@\x98',1,[58],,,,,,,,,,,,,,,,,,,,,,
221,2022/07/04 20:39,225,2,1,1,68,1,b'\xb2\xdd',1,[68],,,,,,,,,,,,,,,,,,,,,,
222,2022/07/04 20:42,226,3,1,1,50,1,b'\x9bN',1,[50],,,,,,,,,,,,,,,,,,,,,,
223,2022/07/04 20:44,227,2,1,1,36,1,b'\xaa\xf9',1,[36],,,,,,,,,,,,,,,,,,,,,,
224,2022/07/04 20:44,228,3,1,1,47,1,b'\xf9\x9e',1,[47],,,,,,,,,,,,,,,,,,,,,,
225,2022/07/04 20:45,229,3,1,1,59,1,b'Y\xec',1,[59],,,,,,,,,,,,,,,,,,,,,,
226,2022/07/04 20:47,230,2,1,1,49,1,b')$',1,[49],,,,,,,,,,,,,,,,,,,,,,
227,2022/07/04 20:47,231,3,1,1,37,1,b'q\x0e',1,[37],,,,,,,,,,,,,,,,,,,,,,
228,2022/07/04 20:51,232,2,1,1,42,1,b'\xb1\xf4',1,[42],,,,,,,,,,,,,,,,,,,,,,
229,2022/07/04 20:56,233,2,1,1,47,1,b';\xbd',1,[47],,,,,,,,,,,,,,,,,,,,,,
230,2022/07/04 20:58,234,2,1,1,54,1,"b'""\x86'",1,[54],,,,,,,,,,,,,,,,,,,,,,
231,2022/07/04 20:58,235,3,1,1,44,1,b'\xae\xdb',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,
232,2022/07/04 21:01,236,2,1,1,49,1,b'\x17`',1,[49],,,,,,,,,,,,,,,,,,,,,,
233,2022/07/04 21:03,237,3,1,1,51,1,b'\x8eY',1,[51],,,,,,,,,,,,,,,,,,,,,,
234,2022/07/04 21:04,238,2,1,1,49,1,b'>\x06',1,[49],,,,,,,,,,,,,,,,,,,,,,
235,2022/07/04 21:05,239,3,1,1,45,1,b'C\x84',1,[45],,,,,,,,,,,,,,,,,,,,,,
236,2022/07/04 21:06,240,2,1,1,44,1,b'\xf5\x18',1,[44],,,,,,,,,,,,,,,,,,,,,,
237,2022/07/04 21:07,241,3,1,1,50,1,b'\xfe\xa3',1,[50],,,,,,,,,,,,,,,,,,,,,,
238,2022/07/04 21:09,242,2,1,1,48,1,b'y\xce',1,[48],,,,,,,,,,,,,,,,,,,,,,
239,2022/07/04 21:09,243,3,1,1,37,1,b'\x9a\xf8',1,[37],,,,,,,,,,,,,,,,,,,,,,
240,2022/07/04 21:11,244,2,1,1,51,1,b'\x1dL',1,[51],,,,,,,,,,,,,,,,,,,,,,
241,2022/07/04 21:11,245,3,1,1,59,1,b'\xd02',1,[59],,,,,,,,,,,,,,,,,,,,,,
242,2022/07/04 21:12,246,2,1,1,44,1,b'\x96\xc0',1,[44],,,,,,,,,,,,,,,,,,,,,,
243,2022/07/04 21:15,247,2,1,1,50,1,b'b\xf5',1,[50],,,,,,,,,,,,,,,,,,,,,,
244,2022/07/04 21:17,248,2,1,1,53,1,b'\x85d',1,[53],,,,,,,,,,,,,,,,,,,,,,
245,2022/07/04 21:18,249,2,1,1,42,1,b'\xcaM',1,[42],,,,,,,,,,,,,,,,,,,,,,
246,2022/07/04 21:20,250,2,1,1,57,1,b'\x98\x95',1,[57],,,,,,,,,,,,,,,,,,,,,,
247,2022/07/04 21:20,251,3,1,1,56,1,b'\xe6\x98',1,[56],,,,,,,,,,,,,,,,,,,,,,
248,2022/07/04 21:24,252,2,1,1,47,1,b'\xdfa',1,[47],,,,,,,,,,,,,,,,,,,,,,
249,2022/07/04 21:25,253,2,1,1,45,1,b'D\x9b',1,[45],,,,,,,,,,,,,,,,,,,,,,
250,2022/07/04 21:26,254,2,1,1,43,1,b'\xf8\x9c',1,[43],,,,,,,,,,,,,,,,,,,,,,
251,2022/07/04 21:26,255,3,1,1,45,1,b'\xa7\xc6',1,[45],,,,,,,,,,,,,,,,,,,,,,
252,2022/07/04 21:31,256,3,1,1,44,1,b'\xe7\xd0',1,[44],,,,,,,,,,,,,,,,,,,,,,
253,2022/07/04 21:32,257,2,1,1,52,1,b'\x0e\xf3',1,[52],,,,,,,,,,,,,,,,,,,,,,
254,2022/07/04 21:32,258,3,1,1,48,1,b'\xe6\xd3',1,"[48, 53]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
255,2022/07/04 21:32,259,3,1,1,51,1,b'\x1b\xa5',1,[51],,,,,,,,,,,,,,,,,,,,,,
256,2022/07/04 21:35,260,2,1,1,52,1,b'{\x83',1,[52],,,,,,,,,,,,,,,,,,,,,,
257,2022/07/04 21:36,261,2,1,1,44,1,b'\xf0\xc2',1,[44],,,,,,,,,,,,,,,,,,,,,,
258,2022/07/04 21:41,262,2,1,1,49,1,b'-\x1d',1,[49],,,,,,,,,,,,,,,,,,,,,,
259,2022/07/04 21:43,263,2,1,1,42,1,b'l\xe0',1,"[42, 47]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
260,2022/07/04 21:45,264,2,1,1,48,1,b'\xe4R',1,[48],,,,,,,,,,,,,,,,,,,,,,
261,2022/07/04 21:46,265,2,1,1,58,1,b']\xd6',1,[58],,,,,,,,,,,,,,,,,,,,,,
262,2022/07/04 21:51,266,2,1,1,52,1,b'x\x10',1,[52],,,,,,,,,,,,,,,,,,,,,,
263,2022/07/04 21:53,267,3,1,1,53,1,b'\xc93',1,[53],,,,,,,,,,,,,,,,,,,,,,
264,2022/07/04 21:57,268,2,1,1,42,1,b'\x11\x1c',1,"[42, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
265,2022/07/04 21:58,269,2,1,1,40,1,b'IN',1,[40],,,,,,,,,,,,,,,,,,,,,,
266,2022/07/04 21:59,270,2,1,1,40,1,b'E\x13',1,[40],,,,,,,,,,,,,,,,,,,,,,
267,2022/07/04 22:00,271,2,1,1,54,1,b'\xbf%',1,[54],,,,,,,,,,,,,,,,,,,,,,
268,2022/07/04 22:01,272,2,1,1,45,1,b'\xf9(',1,[45],,,,,,,,,,,,,,,,,,,,,,
269,2022/07/04 22:02,273,2,1,1,41,1,b'\xc4=',1,"[41, 44]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
270,2022/07/04 22:03,274,3,1,1,50,1,b'o\xc3',1,[50],,,,,,,,,,,,,,,,,,,,,,
271,2022/07/04 22:04,275,2,1,1,44,1,b'{\xdc',1,[44],,,,,,,,,,,,,,,,,,,,,,
272,2022/07/04 22:07,276,3,1,1,59,1,b'\xba9',1,[59],,,,,,,,,,,,,,,,,,,,,,
273,2022/07/04 22:10,277,3,1,1,48,1,b'\xbd\xf0',1,[48],,,,,,,,,,,,,,,,,,,,,,
274,2022/07/04 22:15,278,2,1,1,55,1,b'IQ',1,"[55, 56]",1.0,,,,,,,,,,,,,,,,,,,,,
275,2022/07/04 22:18,279,2,1,1,45,1,b')\xb3',1,[45],,,,,,,,,,,,,,,,,,,,,,
276,2022/07/04 22:19,280,2,1,1,41,1,b'\xdeD',1,"[41, 42]",1.0,,,,,,,,,,,,,,,,,,,,,
277,2022/07/04 22:29,281,2,1,1,49,1,b'\x03\x1d',1,[49],,,,,,,,,,,,,,,,,,,,,,
278,2022/07/04 22:30,282,3,1,1,47,1,b'\xc3)',1,[47],,,,,,,,,,,,,,,,,,,,,,
279,2022/07/04 22:37,283,2,1,1,48,1,b'\xeeb',1,[48],,,,,,,,,,,,,,,,,,,,,,
280,2022/07/04 22:39,284,3,1,1,48,1,b'R^',1,[48],,,,,,,,,,,,,,,,,,,,,,
281,2022/07/04 22:41,285,2,1,1,46,1,b'qs',1,[46],,,,,,,,,,,,,,,,,,,,,,
282,2022/07/04 22:43,286,2,1,1,60,1,b'}\x88',1,[60],,,,,,,,,,,,,,,,,,,,,,
283,2022/07/04 22:43,287,3,1,1,47,1,b'\xd4\x7f',1,[47],,,,,,,,,,,,,,,,,,,,,,
284,2022/07/04 22:46,288,2,1,1,54,1,b'\xd5\xa0',1,[54],,,,,,,,,,,,,,,,,,,,,,
285,2022/07/04 22:51,289,3,1,1,49,1,b'\xa7\x9e',1,[49],,,,,,,,,,,,,,,,,,,,,,
286,2022/07/04 22:53,290,2,1,1,40,1,b'^\x8f',1,[40],,,,,,,,,,,,,,,,,,,,,,
287,2022/07/04 22:53,291,3,1,1,50,1,b'\x94\x81',1,[50],,,,,,,,,,,,,,,,,,,,,,
288,2022/07/04 22:55,292,3,1,1,46,1,b'hv',1,[46],,,,,,,,,,,,,,,,,,,,,,
289,2022/07/04 22:57,293,2,1,1,51,1,b'\x86~',1,[51],,,,,,,,,,,,,,,,,,,,,,
290,2022/07/04 23:00,294,2,1,1,44,1,b'B\x83',1,[44],,,,,,,,,,,,,,,,,,,,,,
291,2022/07/04 23:04,295,3,1,1,49,1,b'L\xe5',1,[49],,,,,,,,,,,,,,,,,,,,,,
292,2022/07/04 23:07,296,2,1,1,43,1,b'\x16Q',1,[43],,,,,,,,,,,,,,,,,,,,,,
293,2022/07/04 23:14,297,2,1,1,40,1,b'\xfc\xc8',1,[40],,,,,,,,,,,,,,,,,,,,,,
294,2022/07/04 23:17,298,2,1,1,52,1,b'\xf4o',1,[52],,,,,,,,,,,,,,,,,,,,,,
295,2022/07/04 23:25,299,2,1,1,37,1,b'4A',1,[37],,,,,,,,,,,,,,,,,,,,,,
296,2022/07/04 23:26,300,3,1,1,52,1,b'o\xef',1,[52],,,,,,,,,,,,,,,,,,,,,,
297,2022/07/04 23:28,301,3,1,1,44,1,b'\x19\xe3',1,[44],,,,,,,,,,,,,,,,,,,,,,
298,2022/07/04 23:46,302,2,1,1,50,1,b'\x89\x92',1,[50],,,,,,,,,,,,,,,,,,,,,,
299,2022/07/04 23:49,303,2,1,1,43,1,b'\xe7O',1,[43],,,,,,,,,,,,,,,,,,,,,,
