,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26
175,2022/07/08 06:21,179,3,1,1,50,1,b'\x878',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022/07/08 06:22,180,1,1,1,49,1,b'\xb5N',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
177,2022/07/08 06:22,181,2,1,1,43,1,b'\xc6a',1,"[43, 49, 56]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
178,2022/07/08 06:23,182,1,1,1,48,1,b'\xc2\x0b',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
179,2022/07/08 06:23,183,2,1,1,49,1,b'i\x05',1,"[49, 55]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
180,2022/07/08 06:24,184,2,1,1,43,1,b'\xd0a',1,"[43, 44, 44, 47, 48]",2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
181,2022/07/08 06:24,185,3,1,1,54,1,b']\xaa',1,"[54, 55]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
182,2022/07/08 06:25,186,2,1,1,42,1,b'\xa7\x06',1,"[42, 47, 51]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
183,2022/07/08 06:25,187,3,1,1,43,1,b'~\x98',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
184,2022/07/08 06:26,188,2,1,1,45,1,b'\xa5\xa2',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
185,2022/07/08 06:27,189,1,1,1,37,1,"b'\xfe,'",1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
186,2022/07/08 06:27,190,2,1,1,38,1,b'\xcf$',1,"[38, 42, 44, 50, 55]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
187,2022/07/08 06:27,191,3,1,1,53,1,b'\xd5\xcc',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,
188,2022/07/08 06:28,192,2,1,1,40,1,b'\xc4i',1,"[40, 45, 46]",0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
189,2022/07/08 06:29,193,2,1,1,32,1,b'$\xbb',1,"[32, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
190,2022/07/08 06:29,194,3,1,1,44,1,b'm\xcb',1,"[44, 48]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
191,2022/07/08 06:30,195,1,1,1,38,1,b'7k',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
192,2022/07/08 06:30,196,2,1,1,48,2,b'\xb3\xc5',2,"[48, 48, 56, 57, 57]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
193,2022/07/08 06:31,197,1,1,1,44,1,b'7\xc6',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
194,2022/07/08 06:31,198,2,1,1,44,1,b'\x1a\x10',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
195,2022/07/08 06:31,199,3,1,1,48,1,b'(\xb1',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
196,2022/07/08 06:32,200,2,1,1,43,1,b'3\x02',1,"[43, 46, 46, 48]",0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
197,2022/07/08 06:32,201,3,1,1,42,2,b']v',2,"[42, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,
198,2022/07/08 06:34,202,2,1,1,27,1,b'\xa4\xea',1,"[27, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
199,2022/07/08 06:35,203,1,1,1,39,1,"b'7""'",1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
200,2022/07/08 06:35,204,2,1,1,43,1,b'\xe0\x1f',1,"[43, 46]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
201,2022/07/08 06:36,205,2,1,1,39,1,b'\xde\xc5',1,"[39, 43]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
202,2022/07/08 06:36,206,3,1,1,38,1,b'\xa7F',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
203,2022/07/08 06:37,207,2,1,1,39,1,b'Yc',1,"[39, 43]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
204,2022/07/08 06:37,208,3,1,1,37,1,b'\x88\xe3',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
205,2022/07/08 06:38,209,2,1,1,41,1,b'J\x80',1,"[41, 43, 44]",0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
206,2022/07/08 06:39,210,2,1,1,43,1,b'\xed\xd1',1,"[43, 44, 46, 47, 52]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
207,2022/07/08 06:39,211,3,1,1,49,1,b'\x1eS',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
208,2022/07/08 06:39,212,2,1,1,38,1,b'\xd8`',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
209,2022/07/08 06:39,213,3,1,1,40,1,b'_\xdf',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
210,2022/07/08 06:40,214,2,1,1,40,1,b'\xcbR',1,"[40, 43, 47, 47]",0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
211,2022/07/08 06:40,215,3,1,1,39,1,b'v\xc9',1,"[39, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
212,2022/07/08 06:41,216,2,1,1,42,1,b'\xe0=',1,"[42, 50, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
213,2022/07/08 06:42,217,2,1,1,42,1,b'\xee\xf3',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
214,2022/07/08 06:42,218,3,1,1,52,1,b'O\xee',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
215,2022/07/08 06:42,219,3,1,1,39,1,b'\xe3\x0c',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
216,2022/07/08 06:43,220,1,1,1,37,1,b'@w',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
217,2022/07/08 06:43,221,2,1,1,41,1,b'\x99\x11',1,"[41, 43, 51]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
218,2022/07/08 06:44,222,2,1,1,47,1,"b'&,'",1,"[47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
219,2022/07/08 06:45,223,3,1,1,45,1,b'I?',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
220,2022/07/08 06:46,224,2,1,1,45,1,b'\x81\xfc',1,"[45, 46, 47, 47, 54]",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
221,2022/07/08 06:47,225,2,1,1,46,2,b'(\xdb',2,"[46, 46, 47, 48]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
222,2022/07/08 06:48,226,2,1,1,28,1,b'ue',1,"[28, 30, 35, 45, 50]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
223,2022/07/08 06:48,227,3,1,1,38,1,b'\xb1\xb1',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
224,2022/07/08 06:49,228,2,1,1,38,1,b'\xb1<',1,"[38, 39, 41]",1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
225,2022/07/08 06:50,229,2,1,1,40,1,b'\x9d\x1b',1,"[40, 47, 54]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
226,2022/07/08 06:50,230,3,1,1,53,1,b'\x85\xe0',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,
227,2022/07/08 06:51,231,1,1,1,30,1,b'\xcd\x84',1,"[30, 36]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
228,2022/07/08 06:51,232,2,1,1,37,1,b'\xc1\x0e',1,"[37, 42, 47, 49]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,
229,2022/07/08 06:51,233,3,1,1,45,1,b'\x86i',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
230,2022/07/08 06:52,234,1,1,1,35,1,b'\x05G',1,"[35, 38]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
231,2022/07/08 06:52,235,2,1,1,45,1,b'\x1aD',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
232,2022/07/08 06:53,236,2,1,1,30,1,"b'\xf5""'",1,"[30, 38, 39, 39, 39]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,
233,2022/07/08 06:54,237,1,1,1,31,1,b'\xc3q',1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,
234,2022/07/08 06:54,238,2,1,1,42,1,b')a',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
235,2022/07/08 06:54,239,3,1,1,40,1,b'J\xc3',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
236,2022/07/08 06:55,240,2,1,1,42,1,b'\xe9d',1,"[42, 47]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
237,2022/07/08 06:56,241,2,1,1,40,1,b'T\x14',1,"[40, 45, 50]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
238,2022/07/08 06:57,242,1,1,1,40,1,b'7\xbf',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
239,2022/07/08 06:57,243,2,1,1,44,1,b'\xbf\xac',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
240,2022/07/08 06:58,244,2,1,1,47,1,b'\xab\xdd',1,"[47, 48, 48]",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,2022/07/08 06:59,245,2,1,1,44,2,b'-\xa2',2,"[44, 44, 48]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
242,2022/07/08 06:59,246,3,1,1,39,1,b'\xed\x89',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
243,2022/07/08 07:00,247,2,1,1,40,1,b'\x8e_',1,"[40, 44, 45, 46, 48, 53]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
244,2022/07/08 07:02,248,2,1,1,35,1,b'\xc6\xc1',1,"[35, 41, 48]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
245,2022/07/08 07:03,249,1,1,1,38,1,b'*\x1b',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
246,2022/07/08 07:03,250,2,1,1,42,1,b'\xf5a',1,"[42, 43, 48, 51]",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
247,2022/07/08 07:03,251,3,1,1,53,1,b'\xcc\xde',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,
248,2022/07/08 07:04,252,2,1,1,41,1,b'N\xb4',1,"[41, 45, 50, 53]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,
249,2022/07/08 07:05,253,2,1,1,43,1,b'\xb6\xb4',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
250,2022/07/08 07:06,254,1,1,1,35,1,b'&\xb5',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
251,2022/07/08 07:06,255,2,1,1,47,1,b'O\xb8',1,"[47, 50]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
252,2022/07/08 07:07,256,1,1,1,42,1,b'\x9b}',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
253,2022/07/08 07:07,257,2,1,1,41,1,b'\xf9f',1,"[41, 44, 49]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
254,2022/07/08 07:07,258,3,1,1,42,1,b'\x11^',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
255,2022/07/08 07:08,259,2,1,1,37,1,b'\x05k',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
256,2022/07/08 07:08,260,3,1,1,42,1,b'j\xf4',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
257,2022/07/08 07:09,261,2,1,1,43,1,b'\x82\xb4',1,"[43, 46, 55, 56]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
258,2022/07/08 07:09,262,3,1,1,45,1,b'Wp',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
259,2022/07/08 07:10,263,2,1,1,43,1,b'\x1e\x8e',1,"[43, 49]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
260,2022/07/08 07:12,264,2,1,1,37,1,b'\x02<',1,"[37, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
261,2022/07/08 07:14,265,2,1,1,38,1,b'\x94\x0e',1,"[38, 43]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
262,2022/07/08 07:15,266,1,1,1,36,1,b'\xa1p',1,"[36, 38]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
263,2022/07/08 07:15,267,2,1,1,43,1,b'B\xc7',1,"[43, 46, 54]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
264,2022/07/08 07:16,268,2,1,1,43,1,b'\x9e\xa7',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
265,2022/07/08 07:16,269,3,1,1,49,1,b'T\xa9',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
266,2022/07/08 07:17,270,2,1,1,38,1,b'\xddu',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
267,2022/07/08 07:17,271,3,1,1,37,1,b'\xd5A',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
268,2022/07/08 07:18,272,2,1,1,42,1,b'\xf1\xf9',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
269,2022/07/08 07:19,273,2,1,1,42,2,b'{n',2,"[42, 42, 46, 47]",0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
270,2022/07/08 07:20,274,2,1,1,36,1,b'\r\xab',1,"[36, 41]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
271,2022/07/08 07:20,275,3,1,1,49,1,b'\xae[',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
272,2022/07/08 07:21,276,2,1,1,34,1,b'\x9e6',1,"[34, 47, 47, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,
273,2022/07/08 07:22,277,3,1,1,40,1,b'\xc5\xc6',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
274,2022/07/08 07:23,278,2,1,1,49,1,b'\x0e\xb4',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
275,2022/07/08 07:23,279,3,1,1,51,1,b'\xbd\x9c',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,
276,2022/07/08 07:25,280,3,1,1,44,1,b'g^',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
277,2022/07/08 07:26,281,2,1,1,38,1,b'\x8c\x12',1,"[38, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
278,2022/07/08 07:27,282,2,1,1,42,1,b'\x11\x8b',1,"[42, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
279,2022/07/08 07:28,283,2,1,1,43,1,b'\x98\x84',1,"[43, 50]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
280,2022/07/08 07:29,284,2,1,1,44,1,b'\xe5\\',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
281,2022/07/08 07:30,285,3,1,1,43,1,b'\x83\xfb',1,"[43, 49]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
282,2022/07/08 07:31,286,2,1,1,50,1,b'\xcd\xbe',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,
283,2022/07/08 07:32,287,2,1,1,48,1,b'\x15.',1,"[48, 49]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
284,2022/07/08 07:32,288,3,1,1,47,1,b'\xadq',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
285,2022/07/08 07:33,289,1,1,1,39,1,b'#`',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
286,2022/07/08 07:33,290,2,1,1,41,1,b'.\xfc',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
287,2022/07/08 07:34,291,1,1,1,34,1,b'B\xcc',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,
288,2022/07/08 07:34,292,2,1,1,40,1,b'\xc1\n',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
289,2022/07/08 07:35,293,2,1,1,43,1,b'\xe1\xec',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
290,2022/07/08 07:36,294,2,1,1,31,1,b'\xedl',1,"[31, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
291,2022/07/08 07:37,295,2,1,1,43,1,b'\xefw',1,"[43, 51, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
292,2022/07/08 07:38,296,2,1,1,41,1,b'9Q',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
293,2022/07/08 07:39,297,2,1,1,52,1,b'\xfa\xda',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
294,2022/07/08 07:40,298,1,1,1,42,1,b'~\x13',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
295,2022/07/08 07:40,299,2,1,1,34,1,b'6y',1,"[34, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
296,2022/07/08 07:40,300,3,1,1,38,1,b'r\x05',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
297,2022/07/08 07:41,301,2,1,1,38,1,b'\x9a\xd3',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
298,2022/07/08 07:41,302,3,1,1,49,1,b'\xeeB',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
299,2022/07/08 07:42,303,2,1,1,41,1,b'\xe8\\',1,"[41, 44, 44, 49]",0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
300,2022/07/08 07:44,304,3,1,1,57,1,b'1\x18',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,
301,2022/07/08 07:45,305,2,1,1,36,1,b'\x92\x87',1,"[36, 42, 51]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
302,2022/07/08 07:45,306,2,1,1,48,1,b'\x9b\xad',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
303,2022/07/08 07:46,307,1,1,1,36,1,b'9^',1,"[36, 40]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
304,2022/07/08 07:46,308,2,1,1,47,1,b'G\xbc',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
305,2022/07/08 07:47,309,3,1,1,45,1,b'\t\xd9',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
306,2022/07/08 07:48,310,2,1,1,37,1,b'#\xad',1,"[37, 39, 44, 44]",0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
307,2022/07/08 07:49,311,3,1,1,52,1,b'\xbb\xd3',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
308,2022/07/08 07:50,312,3,1,1,51,1,b'\x1a\xb0',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,
309,2022/07/08 07:51,313,2,1,1,43,1,b'\x1d\x83',1,"[43, 45, 51]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
310,2022/07/08 07:52,314,2,1,1,47,1,b't\xcb',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
311,2022/07/08 07:52,315,3,1,1,45,1,b'\xc7\xe3',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
312,2022/07/08 07:53,316,3,1,1,44,1,b'\xc2\x00',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
313,2022/07/08 07:53,317,3,1,1,36,1,b'\xda\xe1',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
314,2022/07/08 07:54,318,2,1,1,38,1,b'\xfc\xf8',1,"[38, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
315,2022/07/08 07:54,319,3,1,1,45,1,b'_P',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
316,2022/07/08 07:56,320,3,1,1,47,1,"b'\xf0,'",1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
317,2022/07/08 07:57,321,2,1,1,50,1,b'\xe68',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,
318,2022/07/08 07:57,322,3,1,1,44,1,b'\xf1P',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
319,2022/07/08 07:57,323,3,1,1,36,1,b'\xe9\xb1',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
320,2022/07/08 07:58,324,2,1,1,41,1,b'e<',1,"[41, 44]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
321,2022/07/08 08:00,325,3,1,1,39,1,b'\xe1\xb5',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
322,2022/07/08 08:01,326,2,1,1,46,1,b'\xa0\xe4',1,"[46, 48, 48]",0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
323,2022/07/08 08:01,327,3,1,1,44,1,"b'8,'",1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
324,2022/07/08 08:02,328,1,1,1,36,1,b'\xdb\xca',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
325,2022/07/08 08:02,329,2,1,1,33,1,b'7\\',1,"[33, 41, 59]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,2022/07/08 08:02,330,3,1,1,42,1,b'\x13G',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
327,2022/07/08 08:03,331,3,1,1,52,1,b'\x1d\xe9',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
328,2022/07/08 08:04,332,2,1,1,42,1,b'\x94\xce',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
329,2022/07/08 08:05,333,1,1,1,47,1,b'^E',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
330,2022/07/08 08:05,334,2,1,1,44,1,b'\xc5\x19',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
331,2022/07/08 08:06,335,2,1,1,30,1,b'\x89\xb4',1,"[30, 41, 42, 44, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
332,2022/07/08 08:06,336,3,1,1,36,1,b'\xc93',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
333,2022/07/08 08:08,337,1,1,1,45,1,b'\xd4\xa8',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
334,2022/07/08 08:09,338,1,1,1,36,1,b'k\x86',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
335,2022/07/08 08:09,339,2,1,1,43,2,b'\x848',2,"[43, 43]",,,,,,,,,,,,,,,,,,,,,,,,,,
336,2022/07/08 08:10,340,2,1,1,43,1,b'\xef?',1,"[43, 48]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
337,2022/07/08 08:10,341,3,1,1,37,1,b'\xde\x02',1,"[37, 40]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
338,2022/07/08 08:11,342,2,1,1,32,1,b'q\xef',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,
339,2022/07/08 08:12,343,3,1,1,38,1,b'\xcc\\',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
340,2022/07/08 08:13,344,2,1,1,46,1,b'\x0f\xb0',1,"[46, 47]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
341,2022/07/08 08:14,345,1,1,1,28,1,b'F\x0c',1,[28],,,,,,,,,,,,,,,,,,,,,,,,,,
342,2022/07/08 08:14,346,2,1,1,35,1,b'\x02\xc0',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
343,2022/07/08 08:15,347,2,1,1,36,1,b';W',1,"[36, 42]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
344,2022/07/08 08:18,348,1,1,1,34,1,b'?\xf7',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,
345,2022/07/08 08:18,349,2,1,1,40,1,b'\xf4\xe0',1,"[40, 43]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
346,2022/07/08 08:18,350,3,1,1,46,1,b'\x81C',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,
347,2022/07/08 08:18,351,3,1,1,41,1,b'`\x10',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
348,2022/07/08 08:19,352,2,1,1,44,1,b'\xc1.',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
